tack range,  பசை ஒட்டுக்கால நெடுக்கம், 
elbow circumference,  முழங்கைச் சுற்றளவு, 
elbow joint,  முழங்கை மூட்டு/ கைமுட்டு, 
election violence,  தேர்தல் வன்செயல், 
electra complex,  எலக்ட்ரா உளச் சிக்கல்: மகளின் தந்தைபால் மோகம், 
electro,  மின், 
electric beams,  மின்கற்றைகள், 
electric burn,  மின் தீக்கொப்புளம், 
electric distribution,  மின் பகிர்மானம், 
electric distribution line,  மின் பகிர்மானத்தொடர், 
electric geyser,  மின் நீர்சூடேற்றி, 
electric oven,  மின் அடுப்பு, 
electric magnet,  மின் காந்தம், 
electric mixers,  மின் கலப்பி, 
electric pan,  மின் வாணலி, 
electric power distribution,  மின்திறன் பகிர்மானம், 
electric pulses,  மின் துடிப்புகள், 
electric radiator,  மின் கதிர்வீச்சி: மின் கதிர்வீசி, 
electric resistance,  மின் தடை: மின்த டையமைவு, 
electro shock therapy,  மின் அதிர்ச்சி மருத்துவம், 
electric shock therapy,  மின் அதிர்ச்சி மருத்துவம்: மின் அதிர்ச்சிமருத்துவம், 
electro convulsive therapy,  மின் அதிர்ச்சி மருத்துவம்: மின்வலிப்பு மருத்துவம்: மின் அதிர்வு மருத்துவம், 
electric wind,  மின் காற்று, 
electrical,  மின் : மின்தொடர்பான: மின்னியல், 
electrical appliances,  மின் பயன்கருவிகள்: மின் கருவிகள், 
electrical circuit breaker,  மின் பிரிகலன், 
electrical gadgets,  மின் கருவிகள், 
electric lift,  மின் தூக்கி: மின்தூக்கி, 
electrical outlets,  மின் வாயில்கள், 
electrical wire,  மின்கம்பி, 
electricity tariff,  மின்கட்டண வீதம், 
electro accelerators,  மின் துகள்முடுக்கிகள், 
electro analgesia,  மின்வழி வலிதணிப்பு, 
electro cardiogram,  இதய மின்னலை வரைபடம்;- இதயத் துடிப்பலை அளவி: மின் இதயத்துடிப்பு வரை, 
electro cardiograph,  இதயத்துடிப்பு வரைவி, 
electro cardiography,  இதயத்துடிப்பு வரைவியல், 
electro chemical equillibrium,  மின்வேதியல் சமநிலை, 
electroencephalograph,  மூளை மின்னலை வரைவி: மூளை - மின்னலை பதிகருவி: மூளை மின்னலைப்பதிவி, 
electro encephalograph,  மூளை மின்னலை வரைவி, 
electro encephalography,  மூளை மின்னலை வரைவியல், 
electro phoretic behaviour,  மின்முனைக் கவர்ச்சிப் பண்பு, 
electro retino graphy,  விழித்திரை மின்னலை வரைவியல், 
electro salivogram,  எச்சில் சுரப்பி மின்னலை வரை, 
electro sleep therapy,  மின் உறக்க மருத்துவம், 
electrochemical waves,  மின் வேதி அலைகள், 
electrocution,  மின்ன திர்ச்சிச்சாவு: மின்பாய்வு இறப்பு: மின் பாய்வு இறப்பு: மின்தாக்கி உயிரிழப்பு: மின்சார இறப்பு: மின்தாக்கம்: மின்சாவு: மின்னிறப்பு: மின் அதிர்ச்சி இறப்பு, 
electrodermal audiometry,  மின் காதுகேட்பு அளவி, 
electrolyte imbalance,  மின்னுப்புச் சமமின்மை: மின்பகுளி சமநிலைக் குலைவு, 
electromagnetic effect,  மின்காந்த விளைவு, 
electromyography,  தசை மின்னலைப் பதிவு, தசை மின்னியக்கப் பதிவியல், தனிமம், தசைமின் வரைவியல், 
electron in pairs,  இணை மின்னன்கள், 
electron sorting,  மின்னணுப் பிரிப்புமுறை, 
electron transport system,  மின்னணுக் கடத்தும் அமைப்பு, 
electronic aids,  மின்னணு உதவிக் கருவிகள், 
electronic billing machine,  மின்னணு விலைப்பட்டி எந்திரம், 
electronic bulletin board,  மின்னணு அறிக்கைப் பலகை: மின்னணுச் செய்திப்பலகை, 
electronic camera,  மின் நிழற்படக் கருவி, 
electronic components,  மின்னணுக் கருவி உறுப்புகள், 
electronic cooking,  மின் சமையல், 
electronic dark room,  மின் இருட்டு அறை, 
electronic data processing,  மின்னணுத் தரவுச் செயலாக்கம்: மின்னணு தரவுச் செயலாக்கம்: மின்னணுத் தரவு அலசல், 
electronic era,  மின்னணு ஊழி, 
electronic flip flop,  மின்னணு இருநிலைமாறி, 
electronic key,  மின்னணுச் சாவி, 
electronic newspaper,  மின்னணுத் தாளிகை, 
electronic office,  மின்னணு அலுவலகம்: மின் அலுவலகம்: மின் துகளிய - அலுவலகம், 
electronic printing,  மின்னணு அச்சு, 
electronic pulse,  மின்னணுத் துடிப்பு, 
electronic timer,  மின்னணுசார் காலக்கருவி: மின்னணுக் காலங்காட்டி, 
electronic tubes,  மின்னணுக் குழல்கள், 
electronic typewriter,  மின்னணுத் தட்டச்சுப் பொறி, 
electropyrexia,  மின்னியல் உடல்வெப்பம்: மின் அதிர்வுச்சுர மருத்துவம்: மின்காய்ச்சல், 
electrum,  இயல் பொன் வெள்ளிக்கலவை, 
element of compulsion,  கட்டாயக் கூறு, 
light diet,  எளிய உணவு; நொய்மையுணவு, 
elemental diet,  எளிய உணவு/ கனிம நீர் உணவு, 
elementary articles,  தொடக்க உடன்பாடுகள், 
elementary item,  அடிப்படைத் தனிகம், தொடக்கநிலை உருப்படி, அடிப்படை உருப்படி, 
elements of art,  கலைக்கூறுகள், 
elements of community,  சமுதாயக் கூறுகள், 
elements of observation,  நோக்கீட்டுக் கூறுகள், 
elements of project,  திட்டப்பணிக் கூறுகள், 
elements of scientific methods,  அறிவியல் முறையின் கூறுகள், 
elements of stability,  நிலைப்புக் கூறுகள், 
elephant garlic,  யானைப் பூண்டு, 
elephantitis,  யானைக்கால் அழற்சி, 
eleusinian marble,  எலுசிய சலவைக்கல், 
elevated reservoir,  உயர்நிலை நீர்த்தேக்கம்: மேனிலை நீர்த்தேக்கம், 
elevation drawing,  முகப்புத்தோற்ற வரைவு, 
eligible couples,  தகுதியுள்ள இணையர், 
eliminate dead option,  இயலா விருப்பத்தை நீக்குதல், 
eliminate the trafficking of children,  குழந்தை கடத்தல் ஒழிப்பு, 
eliminating competition,  போட்டி நீக்கம், 
elimination diet,  பத்திய உணவுமுறை, 
elimination of bad debts,  வாராக்கடன் நீக்கம், 
elimination of discrimination,  பாகுபாடு நீக்கம், 
elimination of monopoly,  தனிஓச்சல் நீக்கம், 
ell angle,  L சட்டம், 
elliotine silk,  பின்னலாடைப் பட்டு, 
ellsworth,  தாழ்ந்து முதிர் குட்டைப்பருத்தி, 
elm,  எல்ம் மரம், 
elongated family,  விரிவுற்ற குடும்பம், 
elongated twill,  நீள்சாய்வரித் துணி, 
eloquent,  நாநலம் வாய்ந்த// சொற்றிறம் மிக்க, 
elucidating,  தெளிவாக்குதல், 
elytra cloth,  வங்காள மென்பருத்தி, 
embedded chest,  பதிக்கப்பெற்ற பேழை, பதிக்கப்பட்ட பெட்டகம், 
embira,  பிரேசிலியத் தண்டு நாரிழை, 
embittered,  வெறுப்பூட்டப்பட்ட, 
embitterment,  வாழ்வில் வெறுப்புறல், 
embo printing,  பொறிப்புமுறை அச்சிடல், 
embodied,  உறுப்பாக அமைந்த, 
embossed motifs,  பொறித்த வடிவங்கள், 
embroider,  பூந்தையல் செய்பவர், 
embroidered garment,  பூந்தையல் ஆடை, பாளி, 
embroidery,  சித்திரத் தையல் வேலை, பூத்தையல், தையல் வேலைப்பாடு, பூந்தையல், தையல், பூத்தொழில், 
embroidery cloth,  பூந்தையல் துணி, 
embroidery floss,  பூந்தையல் குறைகள், 
embroidery silk,  பூந்தையல் பட்டு, 
embroidery thread,  பூந்தையல் இழை, 
embryological evidence,  கருவியல் சான்று, 
embryonic disc,  இளஞ்சூல் வட்டு/ கருத்தட்டு// சூல்வட்டு/ கருவட்டு, 
embryonic fissure,  கரு வெடிப்பு// சூல் வெடிப்பு/ கருப்பிளவு, 
yolk cleavage,  கருப்பிளவு, 
embryonic knob,  கருக்குமிழ்/ கருமுடிச்சு// சுருக்குமிழ், 
embryonic period,  இளஞ்சூல் பருவம்/ கருக் காலம், 
embryonic stage,  இளங்கரு நிலை, பாளை, பாளைப்பருவம், 
embryotomy,  உயிரற்ற கருக்கூறு அறுவை: முதிர்கருத் துமிப்பு: மகப்பேற்று அறுவை, 
emergency help,  நெருக்கடிநிலை உதவி, 
emergency relief measures,  நெருக்கடிநிலை துயர்நீக்கப் பணிகள், 
emergent rays,  விடுகதிர்கள், 
emergent thinking,  கிளர்ந்தெழு சிந்தனை, 
emery bag,  மணல்தூள் பை, 
emery cloth,  சாணைத் துணி, தேய்ப்புத்துணி, 
emery grinders,  குருந்தக்கல் சாணை எந்திரங்கள், 
emetics,  வாந்தி மருந்துகள், 
emetophobia,  வாந்தி வெருளி/ வாந்தி மருட்சி, 
eminent personality,  கோக்கள், புகழ்பெற்றவர், 
emissary vein,  வெளிச்செல்லும் சிரை, 
emission of light,  ஒளிஉமிழ்வு, 
emission spectroscopy,  உமிழ்ச்சி நிறநிரலியல், உமிழ் அலைமாலை ஆய்வு, 
emissive power,  உமிழ்ச்சித்திறன், உமிழ்திறன், 
emmissivity,  உமிழ்திறன், 
emolliant,  தோல் மென்மையாக்கி, தோல் வறட்சி அகற்றி, 
emotion and reasoning,  உணர்ச்சியும் ஏரணத்திறனும், 
emotion and self discovery,  உணர்ச்சியும் தற்காணலும், 
emotional ability,  மனவெழுச்சித் திறல், 
emotional abuse,  உணர்ச்சிவய முறைகேடு, 
emotional adjustment,  உணர்ச்சிமய இணக்கம், உணர்ச்சிவய நேர்ப்படுத்தல், 
emotional age,  உணர்ச்சிவய வயது, 
emotional autonomy,  உணர்ச்சிவயத் தன்னுரிமை, 
emotional balance,  உளக்கிளர்ச்சிச்சமநிலை, உணர்ச்சிச் சமனிலை, 
emotional behaviour,  உணர்ச்சிவய நடத்தை, 
emotional bias,  உணர்ச்சிவயச் சாருமை, 
emotional bond,  உணர்ச்சிமிகு பிணைப்பு, 
emotional catharsis,  உணர்ச்சி வெளியாக்கி அழுத்தம் குறைத்தல், 
emotional conflict,  உணர்ச்சி முரண்பாடு, 
emotional control,  உணர்வுக் கட்டுப்பாடு, உளக்கிளர்ச்சிக்கட்டுப்பாடு, 
emotional coping,  உணர்ச்சி நேர்ப்படுத்தல், 
emotional dependence,  உணர்ச்சிச் சார்ந்திருப்பு, 
emotional deprivation,  உணர்ச்சி இலாமை, 
emotional development,  உளக்கிளர்ச்சி வளர்ச்சி, உணர்ச்சிமய வளர்ச்சி, உணர்ச்சிசார் வளர்ச்சி, 
emotional dimension,  உணர்வுப் பன்முகம், உணர்ச்சிப் பருமானம், 
emotional disorder,  உணர்ச்சிக் குலைபாடுகள், உணர்ச்சிக் கோளாறு, 
emotional disposition,  உணர்ச்சிநிலை, 
emotional disturbance,  உணர்ச்சித் தடுமாற்றம், உணர்ச்சி குலைவுக் கோளாறு, 
emotional divorce,  உணர்வுநிலை மணவிலக்கம், 
emotional dominance,  உணர்ச்சி ஓங்குநிலை, 
emotional enrichment,  உணர்ச்சி மேம்பாடு, 
emotional insecurity,  காப்பிலா உணர்வு, 
emotional insight,  உணர்வுவய உள்நோக்கு, 
emotional instability,  உளக்கிளர்ச்சி-நிலைப்பாடின்மை, உணர்ச்சி உலைவு, உணர்ச்சி நிலைப்பின்மை, 
emotional insulation,  உணர்ச்சிவயத் தனிமை, 
emotional integration,  உளக்கிளர்ச்சி - ஒருமைப்பாடு, உணர்வு ஒருங்கு, 
emotional intensity,  உணர்வுச் செறிவு, 
emotional intimacy,  உணர்வு நெருக்கம், 
emotional involvement,  உணர்வு ஈடுபாடு, உளக்கிளர்ச்சியீடுபாடு, 
emotional maturity,  உணர்ச்சி முதிர்வு, உளக்கிளர்ச்சி முதிர்ச்சி, 
emotional motives,  உணர்ச்சி நோக்கங்கள், 
emotional patterns,  உணர்வுப் பாங்குகள், 
emotional problems,  உணர்ச்சிச் சிக்கல்கள், 
emotional readjustment,  உணர்ச்சிவய மீள்வு, 
emotional sensitivity,  உணர்ச்சிக் கூர்மை, 
emotional stress,  உணர்ச்சி அழுத்தம், 
emotional therapy,  உணர்ச்சிமுறை மருத்துவம், 
emotional tolerance,  உணர்ச்சிப் பொறுதி, 
emotive meaning,  கிளர்வுப் பொருட்பாடு, உணர்வுப் பொருள், உணர்ச்சிசார் பொருள், 
empirical study,  செயலறிவுசார் ஆய்வு, பட்டறிவுசார் ஆய்வு, பட்டறிவுக் கல்வி, 
employed women,  பணிபுரியும் பெண்கள், 
employee facilities,  பணியாளர் வசதிகள், 
employee state insurance act,  மாநில ஊழியர் காப்பீட்டுச் சட்டம், 
employee turn over,  பணியாளர் வருகை, 
employees handbook,  பணியாளர் கையேடு, 
employees provident fund act,  தொழிலாளர் வைப்புநிதிச் சட்டம், 
employment assurance scheme,  வேலை உறுதிப்பாட்டுத் திட்டம், 
employment avenues,  வேலைவாய்ப்பு வழிகள், 
employment equality,  வேலைவாய்ப்புச் சமன்மை, 
empowering the elderly,  முதியோரை ஊக்குவித்தல், 
empress cloth,  இருமுகக் கம்பளித் துணி, 
empty calorie food,  கலோரியற்ற உணவு, 
empty nest family,  வெறுமையான குடும்பம், 
empty nest period,  வெறுமைப் பருவம், 
empty nest stage,  குழந்தைகள் வெளியேறு நிலை, 
empty reel,  காலியான உருளை, 
empty space,  வெற்றுவெளி/ வெட்ட வெளி, 
emulsify,  பால்மமாக்கு, 
emulsifying capacity,  பால்மமாக்கும் திறன், 
emulsion spinning,  பால்மம் கடைதல், 
en carreau,  துணிக் கட்டம், 
en coquille,  வண்ணத் தையல் வேலைப்பாடு, 
enable,  இயலுமையுட்டு;- இயலச்செய், 
enabling interactions,  ஊடாட்டம் நிகழச்செய்தல், 
enactments,  சட்டங்கள், 
enamel cuticle,  சிப்பியுறை// சிப்பி உறை, 
enamel remover,  மேற்பூச்சு நீக்கி, 
enamel rod,  சிப்பித்தண்டு// சிப்பித் தடி, 
enamel rod or enamel prism,  சிப்பிப் பட்டகம்// சிப்பித் தடி, 
enamel tuft,  சிப்பிக் கற்றை// சிப்பிக் கொத்து // சிப்பிக்கற்றை, 
encased column,  பொதிவுத் தூண், 
encash,  பணம் அளி, பணமாக்கு, பணமாக மாற்று, பணம்பெறு, 
encaustic painting,  சூட்டு வண்ண ஓவியம், 
encephalic,  மூளைசார், 
encephalograph,  மூளை - பதிகருவி: மூளைமானி, 
encephalomalacia,  மூளைப்பாதிப்புநோய்: மூளைநைவு, 
encircling,  வளைப்பு: முற்றல்// சூழும், 
encompassing,  சூழல்// சூழ்ந்துகொள்ளுதல்/ வளையக்கோலுகை, 
encourageous,  ஊக்குவிக்கும், 
encouraging creativity,  படைப்புத்திறன் ஊக்குவித்தல், 
end pleasure,  முடிவின்பம், 
end use,  அறுதிப்பயன், 
endanger species,  அச்சுறுத்தல் நிலை இனம், 
endeavor,  முயற்சிகொள், 
endocardial,  இதயத்துள், 
endocervicitis,  கருப்பைக் கழுத்துப்புறவழற்சி/ கருப்பை உட்பரப்பழற்சி, உட்கழுத்து அழற்சி, 
endochondral,  குருத்தெலும்பிலமைந்துள்ள/ குருத்தெலும்பில் உருவாகின்ற/ குருத்தெலும்பில் நிகழ்கின்ற/ குருத்தெலும்பினுள், 
endocolitis,  குடல் உள்அழற்சி, 
endocranial,  மண்டைக்குள், 
ductless,  நாளமில்லா, 
endocrine,  உட்சுரப்பு; நாளமில்லா, உட்சுரப்பி, உள்சுரக்கும், 
endocrine disorder,  நாளமில்லாச் சுரப்பிக் கோளாறு, 
endocrine organ,  அகச்சுரப்பு உறுப்பு, 
endodermal cells,  உள்தோல் உயிரணுக்கள், 
endoenteritis,  குடல் சளிப்படல அழற்சி/ குடல் சளிப்படலவழற்சி, 
endoerythrocytic stage,  அகச்சிவப்பணு நிலை, 
endogamous group,  அகமணக் குழு, அகமணக்குழு, 
endogenous reinfection,  அசுவழி மீன் தொற்று, அகத்தொற்று மீள்வு, 
endomyocardium,  நெஞ்சுப்பை, 
endoneurium,  நரம்பிழை இணைப்புத் திசு, 
endorsement policy,  காப்பீட்டு ஒப்பந்த இதழ், 
endosmosis,  அகச் சவ்வூடுபரவல், 
endothelial cell,  உள்படல உயிரணு, 
endow,  தானமளி; நல்கை அளி/ கொடையளி, 
endowed,  நல்கையாக அளித்த, 
endowment lecture,  அறக்கட்டளைச் சொற்பொழிவு, 
endowment policy,  காலவரம்புடை காப்பீடு, 
endroit,  மேலாடைத் துணி, 
ends out,  பிணைத்த நுனிகள், 
endstage renal disease,  இறுதிக்கட்ட சிறுநீரகநோய், 
endy,  பாவுநூல் நுனி, 
energy bands,  ஆற்றல் பட்டைகள், 
energy conversion factors,  ஆற்றல் மாற்றக் காரணிகள், 
energy distribution,  ஆற்றல் பகிர்வு, 
energy exchange,  ஆற்றல் பரிமாற்றம், 
energy input,  ஆற்றல் உள்ளீடு, 
energy label,  ஆற்றல் சிட்டை, 
energy measurement,  ஆற்றல் அளவீடு, 
energy production,  ஆற்றல் ஆக்கம், 
energy saving devices,  ஆற்றல் சேமிக்கும் கருவிகள், 
energy scenario,  ஆற்றல் நிலவரம், 
energy source,  ஆற்றல் வாயில், 
energy transformer,  ஆற்றல் மாற்றி, 
energy yield,  ஆற்றல் ஈட்டம், 
energy yielding foods,  ஆற்றல் அளிக்கும் உணவுகள், 
energy yielding reaction,  ஆற்றல் கொடுக்கும் வினை, 
enforceable,  நடைமுறைப்படுத்தத்தக்க// செயலுறத்தத்தகு, 
enforcement of law,  சட்டச் செயலுறுத்தம், 
enfranchise,  வாக்குரிமையளித்தல், 
english chintz,  மரபு அச்சிட்ட துணி, 
english foot,  ஒற்றைநிறப் பின்னலாடை, 
english lace,  ஆங்கில வாரிழை, 
english leather,  தடித்த பருத்தி, 
english lille,  குழவி வாரிழை, 
english net,  அறுகோண வலை, 
english point,  தையல் வாரிழை, 
english velvet,  குறைதர அடர் பட்டுத்துணி, 
english yarn,  மணிக்கம்பளி நூல், 
engorgement,  பால் கட்டு, 
engravers,  செதுக்குக் கலைஞர், 
engulf,  மூழ்;- இழுத்தல்: மூழ்கு/ விழுங்கல், 
enhance,  உயர்த்து: மிகுப்பு, 
enhance penalty,  தண்டனை மிகுத்தல், 
enhomes,  விலையை அதிகப்படுத்து, 
enile,  கைப்பின்னற் கம்பளி, 
enlargement of thyroid gland,  தைராய்டு சுரப்பி வீக்கம், 
enlargement of wrist,  மணிக்கட்டு வீக்கம், 
enmesh,  வலையில் சிக்கவைத்தல், 
enmeshment,  வலைப்பிடிப்பு, 
enormous amount,  மாபெரும் அளவு, 
enormously,  அளப்பரிய, 
enquiry character,  விசாரணைக் குறி/ விசாரணை உரு, 
enquiry committee report,  விசாரணைக் குழு அறிக்கை, 
enriched food,  செழிப்பூட்ட உணவு, 
enrichment of flour,  மாவில் ஊட்டச்சத்து ஏற்றல், 
enrichment programme,  வளமாக்க நிகழ்ச்சி, 
enrobe,  ஆடையணிவி, 
enrollment rate,  பதிவு வீதம், 
entablature,  அணிசெய் கூரை, பட்டைப்பிதுக்கம், தூண் தலைப்பு அமைவு, 
entamoeba,  ஒரணு ஒட்டுண்ணி, 
enter into contract,  ஒப்பந்தம் செய்க, 
enter key,  பதிவு சாவி; நுழைவு விசை, 
enter training,  பயிற்சியில் சேர், 
enteral diet,  வாய்வழி உணவுமுறை, 
enteral feeding,  வாய்வழி ஊட்டல், 
enteral nutrition,  வாய்வழி உணவூட்டம், 
enteral nutrition support,  குழாய்வழி சத்துணவு கூட்டல், 
enteral products,  குழாய்வழியே ஊட்டும் உணவுப்பொருட்கள், 
enteric nervous system,  சிறுகுடல்சார் நரம்பு மண்டலம், 
enteritis,  குடல்அழற்சி// சிறுகுடல் அழற்சி/ குடலழற்சி/ குடல் அழற்சி, அந்திரதாபிதம், 
entero virus,  குடல் நச்சுயிரிகள், 
enteroanastomosis,  குடல் பின்னல், 
enterobius vermicularis,  இழைப்புழு, 
enteroceletes,  குடல்பிதுக்கம்/ குடல்சரிவு, 
enteroclysis,  மலக்குடலில் நீர்மம் ஏற்றல்: மலக்குடலில் நீர்மமேற்றல், 
enterococcus,  குடல் நுண்ணுயிரி வகை, 
enterocolitis,  குடல்அழற்சி, 
enterotomy,  சிறுகுடல் அறுவை, 
enterpreneurship,  தொழில் முனைவு, 
enterprise controlling,  தொழிலைக் கட்டுப்படுத்தல், 
enterprise creation,  தொழில் உருவாக்கம், 
enterprise level,  தொழில் மட்டம், 
enterprising,  துணிவுள்ள, 
entertain,  வேலையிலமர்த்து/ கேளிக்கை: மகிழ்வி/ களியாட்டு/ கைபிடி/ விருந்து, ஏற்றுக்கொள், 
entertaining,  பொழுதுபோக்களிக்கும், 
enthuse,  ஆர்வமூட்டு/ கிளர்வுறுத்து, 
entity identification,  உறுப்படி இனங்காணல், 
entomophobia,  பூச்சியச்சம், பூச்சிமருட்சி, பூச்சி வெருளி, 
entre large,  நடுத்தர அகல் லினன் துணி, 
entree,  பிரெஞ்சு இறைச்சியுணவு, 
entremets,  விருந்து துணைக்கறி, 
entrepreneur guidance,  தொழில்முனைவு வழிகாட்டி, 
entrepreneur orientation,  தொழில்முனைவு நெறிப்பாடு, 
entrepreneurial behaviour,  தொழில்முனைவோர் நடத்தை, 
entrepreneurial characteristics,  தொழில்முனைவுப் பண்புகள், 
entrepreneurial development,  தொழில்முனைவோர் வளர்ச்சி, 
entrepreneurial literature,  தொழில்முனைவோர் இலக்கியம், 
entrepreneurial origin,  தொழில்முனைவோர் தோற்றம், 
entrepreneurial spirit,  தொழில்முனைதலில் ஊக்கம், 
entrepreneurial transition,  தொழில்முனைவு நிலைமாற்றம், 
entrepreneurial venture,  தொழில்முனைவுத் துணிவு, 
entrepreneurial version,  தொழில்முனைவோர் பார்வை, 
entrepreneurs by inheritance,  பரம்பரைத் தொழில்முனைவோர், 
entrepreneurship awareness,  தொழில் விழிப்புணர்வு, 
entretela,  கழுத்துப்பட்டை உள்துணி, 
entrohepatic circulation,  கல்லீரலகக் குருதியோட்டம், 
entropion,  உள்சுருள் இமை, பதுங்கு இமை;- இமை உட்பிறழ்ச்சி/ கண்ணிமை வெளிவளைதல், 
entry behaviour,  ஆயத்த நடத்தை, 
enumeration test,  கணக்கெடுப்புச் சோதனை, 
enumerative inference,  கணக்குசார் உய்த்தறிதல், 
tuke,  கடற்பாய்த் துணி, 
enveloppe,  கடற்பாய்த் துணி, 
environment damage,  சூழல் அழிவு, 
1986// சூழல் காப்புச் சட்டம், 
environment protection act,  சூழல் காப்புச் சட்டம், 
environmental assaults,  சூழல்மீது தாக்குதல், 
environmental asylum,  சூழல் புகல், 
environmental characteristics,  சூழல் பான்மைகள், 
environmental deprivation,  சூழல் மறுப்பு, 
environmental design,  சூழல்சார் வடிவமைப்பு, 
environmental hazard,  சூழல் பேரிடர், 
environmental insecurity,  சூழல் பாதுகாப்பின்மை, 
environmental integrity,  சூழல் நேர்மை, 
environmental interactions,  சூழல் ஊடாட்டங்கள், 
environmental pollutants,  சூழல் மாசுகள், 
environmental psychology,  சூழல் உளவியல், 
environmentalists,  சூழலியலார், 
environmentally threatened,  சூழல் அழிவச்சம், 
enzymatic assay,  நொதி மதிப்பீடு, 
enzyme activation test,  நொதிச் செயலூக்கச் சோதனை, 
enzyme activator,  நொதிச் செயலூக்கி, 
enzyme application,  நொதிப் பயன்பாடு, 
enzyme induction,  நொதித் தூண்டல், 
enzyme inhibition,  நொதித் தடுப்பு, 
enzyme inhibitor,  நொதித் தடுப்பி, 
enzymology,  நொதியியல், 
eosinophylia,  ஈசினோஃபில் மிகைப்பு, 
epangline,  மென் ஒண்பட்டுக் கம்பளி, 
epaulet,  தோள் பட்டையணி, படைவீரன் பட்டை, 
ephedrine,  எபிடரின், 
epicarditis,  இதயமேலுறையழற்சி, 
epicostal,  விலாஎலும்பின் மேல், 
epicotyls,  முளைக் குருத்தடி, 
epidemiologist,  தொற்றுநோயியலார், 
epigastric,  இரைப்பைமேல்: மேல்வயிறு/ வயிற்றுமேல்: மேல்வயிறு சார்/ வயிற்றின்மேற்பகுதி: மேல்வயிற்று, 
epimenorrhoea,  விரைவு மாதவிலக்கு/ குறுங்கால மாதவிலக்கு: மாதவிடாய் நீட்சிக்குறைவு/ குற்றிடை மாதவிலக்கு, 
epimysium,  தசைஇணைப்புத்திசு, தசை மூடுபடலம், 
epiphenomenon,  துணைநிகழ்வு, புறநிகழ்வு;- இரண்டாம்நிலை நிகழ்வு, 
epiphora,  கண்ணீர் மிகவடிதல்/ கண்ணீர் வடிதல் : மிகுகண்ணீர், அழுகண், 
epiphysitis,  நீள குருத்து எலும்பு அழற்சி, 
epiphytic root,  தொற்றிப் படரும் வேர், 
vulvotomy,  அல்குல் அறுவை, 
episiotomy,  அல்குல் வாய், அல்குல் அறுவை, 
episodic memory,  நிகழ்வு நினைவாற்றல்; நிகழ்வு நினைவு, 
epistyle,  தூண் முகட்டின் மேலுறுப்பு வகை, 
epithelial cell,  புறத்தோல் உயிரணுக்கள், 
epithelial changes,  புறத்தோல் மாற்றங்கள், 
epithelial tissue,  புறத்தோல் திசு, 
equal status,  சமத்தகுதி// சம மதிப்பு, 
equal distance,  சமத் தொலைவு, 
equal distribution,  சமப்பகிர்வு, 
equal installment,  சமத் தவணை, 
equal opportunities,  சம வாய்ப்புகள், 
equal participation,  சமப் பங்கேற்பு, 
equal pay act,  சம ஊதியச் சட்டம், 
equal remuneration act,  சம ஊதியச் சட்டம், 
equal pay,  சம ஊதியம், 
equal remuneration,  சம ஊதியம், 
equal rights,  சம உரிமை// சமவுரிமை, 
equalisation of wages,  ஊதியம் சமனாக்கல், 
equality of participation,  பங்கேற்புச் சமன்மை, 
equanimity,  நடுவுநிலைமை, துயர் தோயா மனம்// சமநோக்கு// சமநிலை// சமிதம்// சமாதானம்/ வேறுபாடில்லாத, 
equilibrium firm,  சமநிலை நிறுவனம், 
equity employment,  தகைமை வேலைவாய்ப்பு, 
equity sewage disposal,  தகைமை கழிவுநீர் அகற்றம், 
zap,  முற்றிலும் அழி, அழி, 
ergastic substance,  உறழ் பொருட்கள், 
ergogenic aids,  பாலுணர்ச்சித் தூண்டும் பொருட்கள், 
pezizales,  பூஞ்சை வகை, 
taphrina,  பூஞ்சை வகை, 
ergotism,  ரொட்டிப் பூஞ்சைநோய், 
eriksonian theory,  எரிக்சன் கோட்பாடு, 
erizo,  அபெய்பா மரப்பட்டை நார், 
ermine,  முயல்வேட்டைக்கீரி;- இமயப்பனி மரநாய், பழுப்புநிறக் கம்பளி ஆடை, 
erosion by mare,  அலை அரிப்பு, 
erotic character,  சிற்றின்ப இயல்பு, 
erotic delusion,  சிற்றின்ப மயக்கம், 
erotic dreams,  சிற்றின்பக் கனவுகள்/ காமஞ்சார் கனவுகள், 
erotic transference,  சிற்றின்ப மாற்றம், 
erring producers,  பிழையுள்ள தயாரிப்பாளர்கள், 
error code,  பிழைக் குறிமுறை, 
error detecting code,  பிழையறி குறிமுறை, பிழைக் கண்டறி நிரல், 
eruc,  வலுவான நார் வகை, 
eruption cyst,  முளைப்புக் கட்டி: முளைப்பு நீர்க்கட்டி, 
rbc,  இரத்தச் சிவப்பணுக்கள், 
erythrocyte sedimentation rate,  சிவப்பணு படிதல்வீதம்// செவ்வணுப் படிமான வீதம், 
erythropoetic acid,  சிவப்பணுவாக்க அமிலம், 
erythropoiesis,  குருதிக்குடம்பு அமைவாக்கம்// சிவப்பணு உருவாக்கம்// சிவப்பணுவாக்கம்// சிவப்பணுப் பெருக்கம், 
erythropoietin,  குருதியீனி// சிவப்பணுவாக்கம் தூண்டும் சுரப்புநீர்// செவ்வணு ஈனி, 
escalier,  ஏணிவடிவச் சரிகை, 
escamis,  அடர்பருத்தி வகை, 
escape key,  விடுவிப்பு விசைக்குமிழ்/ விடுவிப்பு சாவி, 
escape behaviour,  தப்பியோடு நடத்தை, 
escape from reality,  நடப்பிலிருந்து தப்பியோடல், 
